X,Y,station_id
9.610483956217,47.0991860144482,"112"
7.91229594660696,46.0841652791537,"176"
10.3310360381621,46.9679631174762,"157"
7.72111622093806,45.9702871888626,"170"
7.49479720873252,46.337901828168,"142"
7.87929620369794,46.5705706294136,"93"
9.22042508834656,46.8443241554211,"67"
8.21977915681782,46.748451466447,"225"
7.28700146133406,46.6030183594475,"89"
8.04355640874143,46.7164569499053,"100"
8.0361070720584,46.8065551344331,"107"
9.17693521454516,47.2871268740623,"282"
7.62284712034309,46.236254400336,"167"
8.66560824499772,46.9735315268268,"19"
9.34464281826538,47.3166972329429,"47"
9.5909548987243,46.8062810320765,"57"
9.55034850996835,46.5793958887497,"129"
9.5737244620421,46.758948636699,"66"
9.5737244620421,46.758948636699,"123"
8.78621148793532,47.0086392702092,"26"
9.31054673058739,47.1782780577005,"204"
9.31054673058739,47.1782780577005,"158"
9.31054673058739,47.1782780577005,"203"
9.87509097846995,46.9094682543369,"380"
9.83489308305655,46.8487522787671,"379"
9.90941144853694,46.8053342450315,"377"
9.84400029881122,46.771931820697,"376"
9.8139403133871,46.8053810865815,"379"
9.8139403133871,46.8053810865815,"121"
9.8139403133871,46.8053810865815,"378"
9.80130146515087,46.7417992654988,"375"
6.95284882852667,46.0249646037492,"140"
9.86354672402609,46.5361958369034,"77"
9.86354672402609,46.5361958369034,"118"
9.15539365061344,47.2284157014884,"42"
8.78595527337991,47.0354111902245,"287"
9.17800944150578,47.147959482664,"53"
9.14681468095715,47.1608156101117,"53"
7.11719411960571,46.3269654837599,"3"
7.11719411960571,46.3269654837599,"147"
7.51304006608604,46.4621939009964,"102"
7.51304006608604,46.4621939009964,"94"
7.76863351981993,46.2824433826769,"163"
7.82471024013395,46.2571166410426,"88"
7.23699766906837,46.4675415403194,"227"
7.23699766906837,46.4675415403194,"395"
7.34289214160059,46.5111516037095,"384"
9.2664726452442,47.0757682883047,"113"
9.00146116651776,47.2818892003784,"52"
8.40401550652957,46.8156461653648,"73"
7.40265558161624,46.3143531603155,"145"
7.01696133082508,47.1239153923843,"197"
8.66726215985379,47.1398239160128,"52"
8.53219878926687,47.0199747878724,"21"
7.02311150247957,46.3622000578605,"330"
7.10065958011648,46.4078178887782,"329"
7.5783216141313,46.1632929262209,"140"
8.16512368894601,46.4409383464517,"169"
7.53319886796424,46.2357578070506,"7"
7.16992399779372,46.6777247060487,"218"
7.20507465285944,46.6268628745567,"4"
6.95058303661238,46.5134269998924,"151"
7.76144047153714,46.4215966565219,"178"
7.96617124875367,46.0875133665753,"270"
7.9685434695917,46.1373342372433,"175"
6.99277232058586,46.1193713689613,"10"
7.10612545196611,45.9308633409871,"141"
8.48325292240052,46.9329038539397,"110"
9.41265174086728,47.2876256864794,"50"
8.99289633387338,46.9517941222162,"115"
9.14548341858954,46.919208094978,"49"
6.97309601523146,46.5428326390304,"215"
7.13375821108767,46.203875174725,"138"
7.46958778197408,46.2136854273161,"8"
7.64165408110612,46.3698629411206,"83"
8.07621247835101,46.4016590865048,"183"
7.97439646035949,46.3845446766733,"81"
9.31993589241945,46.5307512625828,"84"
9.12894674640845,46.7272047693389,"64"
8.6127130231709,46.5118850290142,"162"
8.82029535245672,46.5029918526112,"364"
10.2709149443105,46.8200903386365,"60"
6.53199168002354,46.8361224322926,"146"
6.54933740092846,46.8715414983135,"195"
7.15139021904897,45.9824620923857,"257"
9.12800799259473,46.60123197577,"116"
9.07501289923204,46.7910469662555,"126"
7.82825319985861,46.7760935226377,"80"
7.90416855239653,46.8400132348271,"25"
7.77442283021616,46.7027393285296,"99"
7.01948881685175,46.5546339704999,"19"
7.01948881685175,46.5546339704999,"76"
7.29986254379625,46.6602584565795,"214"
7.45246372643296,46.7239198408543,"239"
7.42695652428028,46.7488746880932,"236"
7.72632079310238,46.3356168819067,"267"
7.85906340593047,46.1939737118412,"179"
7.45675725237597,46.1159375041503,"11"
8.05192582719887,46.2769159765949,"292"
8.05721282411062,46.3093344973141,"86"
7.85405108301787,46.7317773373331,"97"
9.09469761936185,47.0715915392642,"33"
9.43726404785722,46.9958688489784,"41"
9.63502652323133,46.9557251008392,"122"
9.38189668562604,46.7250713476619,"58"
9.37464680668911,46.6958195764907,"58"
9.73015837972795,46.8652609586544,"68"
7.77206809328462,46.8892027839537,"283"
6.99544095452293,47.0910540219628,"196"
7.08468661689009,47.2075762113319,"337"
7.02190353393073,47.191262617852,"211"
7.5327042201338,46.5980575822409,"231"
7.73340233209166,46.6462262426275,"101"
7.72517872686221,46.6276200013685,"219"
7.71250085089692,46.5835507878371,"79"
7.69962057029854,46.4979982742377,"96"
7.69962057029854,46.4979982742377,"405"
6.97950547827707,46.4325328782844,"186"
8.68231729012595,47.0879378477546,"20"
8.64924883354607,47.0686997324124,"154"
9.51232838618632,46.8219718430769,"82"
8.36529065421091,46.9115682284174,"105"
7.67825646696927,46.8281042605113,"223"
7.88594485227004,46.8062918702362,"234"
7.17160389168646,47.1457882474725,"206"
7.96829608814895,46.6000906264846,"228"
7.96829608814895,46.6000906264846,"91"
9.6434627330297,46.4533533633327,"70"
7.43921022161803,46.631842647499,"224"
7.36367941713108,46.7348452283405,"238"
8.12264469252971,46.8927423503944,"109"
9.77174762037796,46.6235556021948,"299"
9.70740792076749,46.3977300919726,"120"
7.42190243095459,46.4441218891061,"94"
9.48694661766508,46.6719286250718,"400"
7.13630994368389,47.2463529323149,"208"
6.80438512734384,47.1000583981509,"75"
6.15287596282816,46.4443232185587,"14"
8.27862071271834,46.7784576946788,"24"
9.91486663484009,46.4898336944101,"63"
6.91530804950427,46.4911910284466,"187"
7.90692963642939,46.2256151841607,"265"
7.924430776352,46.2537196765518,"264"
7.22850264320906,46.3359358107218,"188"
8.39333081737412,46.7955903638835,"73"
9.12917227396434,47.1086919399049,"43"
8.9346871524042,47.3385938252458,"112"
8.46934446936658,47.0629488190673,"301"
8.46934446936658,47.0629488190673,"21"
9.43099302699954,47.146780666632,"112"
9.15953568228465,46.4567919517354,"2"
7.62433175936029,46.519958100906,"188"
7.62433175936029,46.519958100906,"98"
9.19865839458504,47.361814636274,"51"
7.10203593929254,46.0258922979524,"168"
7.57209104545173,46.4358998848195,"336"
7.82226590812011,46.7090634735418,"383"
7.67780819088373,46.7696314478739,"282"
8.10707231821101,46.8218136534285,"23"
8.41137187794553,46.8390797905767,"351"
9.33975495635708,47.1815382966942,"32"
9.28858166006141,47.3089188134846,"331"
9.22676566822944,47.3446379632045,"37"
8.48378232981496,47.0484655777788,"21"
8.73769846057258,47.0229952332053,"17"
8.70589517144491,47.0408262520222,"351"
8.72268426258434,47.0163295392282,"14"
8.46292300687543,47.0465632733393,"21"
7.34216856810359,46.5953777892448,"226"
8.70142717323503,46.6687248949226,"111"
8.70142717323503,46.6687248949226,"130"
8.70142717323503,46.6687248949226,"125"
7.46309869829383,46.0250316621121,"144"
